Org_ID,Org_Name,Org_Street_Address,Org_City,Org_State,Org_Zip,Trans_Type,Trans_Start_Date,Trans_End_Date,Trans_Amount,Trans_Agency,Trans_ID,Trans_Award_Method,Trans_PIN,Trans_Description,Trans_Is_Prime_or_Sub_Contract,Trans_Approval_Date
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","01/08/2001","07/06/2001",249372.00,"BROOKLYN COMM BOARD 18","'CT 488 20010013552","Competitive Sealed Bid","'8462001R000C02","PLANTING NEW AND REPLACEMENT STREET TREES",,"12/04/2000"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/31/2002","07/27/2003",492531.00,"BROOKLYN COMM BOARD 18","'CT 488 20030011989","Competitive Sealed Bid","'8462002B000C03","STREET TREES PLANTING IN CB'S 1-9.",,"12/13/2002"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","12/08/2003","12/06/2004",391384.00,"BROOKLYN COMM BOARD 18","'CT 488 20040010537","Renewal","'8462003C000C01","PLANTING OF NEW & REPLACEMENT STREET TREES",,"12/16/2003"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","05/14/2004","05/13/2005",299025.00,"BROOKLYN COMM BOARD 18","'CT 488 20040023116","Renewal","'8462003C000C06","PLANTING OF NEW & REPLACEMENT OF STREET TREES",,"05/10/2004"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/25/2004","07/21/2005",425239.00,"BROOKLYN COMM BOARD 18","'CT 488 20050016857","Competitive Sealed Bid","'8462005M000C01","PLANTING NEW/REPLACEMENT STREET TREES",,"11/04/2004"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","11/22/2004","02/10/2006",392000.00,"BROOKLYN COMM BOARD 18","'CT 488 20050017276","Competitive Sealed Bid","'8462004R000C05","PLANTING OF NEW/REPLACEMENT STREET TREES",,"11/04/2004"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","11/25/2004","08/21/2005",249490.00,"BROOKLYN COMM BOARD 18","'CT 488 20050017622","Competitive Sealed Bid","'8462004C000C19","PLANTING NEW/REPLACEMENT STREET TREES IN BKLYN. & QNS.",,"11/04/2004"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","12/15/2004","07/14/2005",26000.00,"BROOKLYN COMM BOARD 18","'CT 488 20050019815","Small Purchase","'05653660104","EXTERIOR LANDSCAPE MAINTENANCE AT 1PP",,"02/04/2005"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","03/28/2005","09/23/2005",304335.00,"BROOKLYN COMM BOARD 18","'CT 488 20050030581","Competitive Sealed Bid","'8462005M000C03","PLANTING NEW/REPLACEMENT STREET TREES IN C.B. 1-12",,"03/23/2005"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","04/18/2005","04/17/2006",348813.00,"BROOKLYN COMM BOARD 18","'CT 488 20050034426","Competitive Sealed Bid","'8462005C000C05","PLANTING/REPLACEMENT STREET TREES & FLOWERING TREES",,"04/30/2005"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","04/18/2005","04/17/2006",413347.00,"BROOKLYN COMM BOARD 18","'CT 488 20050034468","Competitive Sealed Bid","'8462005C000C04","PLANTING/REPLACEMENT STREET TREES & FLOWERING TREES",,"04/30/2005"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","05/05/2005","09/19/2005",812000.00,"BROOKLYN COMM BOARD 18","'CT 488 20050034973","Competitive Sealed Bid","'8462005Q000C05","PLANTING OF NEW & REPLACEMENT STREET TREES IN CB'S 10 & 12",,"05/09/2005"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/24/2005","07/20/2006",248421.00,"BROOKLYN COMM BOARD 18","'CT 488 20060014896","Renewal","'8462004C000C19","PLANTING NEW & REPLACEMENT STREET TREES",,"10/21/2005"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/25/2005","02/22/2009",318987.00,"BROOKLYN COMM BOARD 18","'CT 488 20060014954","Renewal","'8462004R000C05","PLANTING NEW/REPLACEMENT STREET TREES",,"10/18/2005"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","11/07/2005","08/03/2006",542023.00,"BROOKLYN COMM BOARD 18","'CT 488 20060016702","Renewal","'8462005M000C01","PLANTING NEW/REPLACEMENT STREET TREES",,"10/26/2005"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","04/27/2006","02/09/2007",578000.00,"BROOKLYN COMM BOARD 18","'CT 488 20060034355","Renewal","'8462005M000C03","PLANTING NEW/REPLACEMENT STREET TREES",,"04/12/2006"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","04/18/2005","04/17/2006",465102.00,"BROOKLYN COMM BOARD 18","'CT 488 20060035026","Renewal","'8462005C000C05","PLANTING OF NEW & REPLACEMENT STREET TREES",,"04/04/2006"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","04/27/2006","09/25/2006",432000.00,"BROOKLYN COMM BOARD 18","'CT 488 20060035064","Renewal","'8462005Q000C05","PLANTING NEW/REPLACEMENT TREES IN THE BOROUGH OF QUEENS",,"04/10/2006"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","05/30/2006","05/29/2007",494430.00,"BROOKLYN COMM BOARD 18","'CT 488 20060038362","Renewal","'8462005C000C04","PLANRING OF NEW/REPLACEMENT STREET TREES & FLOWERING TREES",,"05/09/2006"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/16/2006","07/12/2007",425481.00,"BROOKLYN COMM BOARD 18","'CT 488 20070018725","Competitive Sealed Bid","'8462007M000C01","PLANTING NEW & REPLACEMENT STREETS STREES",,"11/28/2006"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/16/2006","07/12/2007",587276.00,"BROOKLYN COMM BOARD 18","'CT 488 20070020503","Competitive Sealed Bid","'8462007Q000C02","PLANTING NEW REPLACEMENT STREET TREES",,"12/11/2006"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","05/30/2007","11/25/2007",388193.00,"BROOKLYN COMM BOARD 18","'CT 488 20070041861","Competitive Sealed Bid","'8462007B000C04","STREET TREES CB 1-9",,"06/29/2007"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","09/14/2007","06/09/2008",842347.00,"BROOKLYN COMM BOARD 18","'CT 488 20080016154","Renewal","'8462007M000C01","PLANTING NEW.REPLACEMENT STREET TREES",,"11/02/2007"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/11/2007","07/06/2008",850000.00,"BROOKLYN COMM BOARD 18","'CT 488 20080016177","Renewal","'8462007Q000C02","PLANTING NEW/REPLACEMENT STREET TREES",,"11/07/2007"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/29/2007","10/27/2008",846863.00,"BROOKLYN COMM BOARD 18","'CT 488 20080018414","Competitive Sealed Bid","'8462007C000C27","REPLACEMENT STREET TREES AND FLOWERING TREES BKLYN/S.I.",,"11/28/2007"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","01/14/2008","07/11/2008",943576.00,"BROOKLYN COMM BOARD 18","'CT 488 20080028710","Renewal","'8462007B000C04","Street Trees In Comm Brd 1-9",,"05/15/2008"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","02/25/2008","11/20/2008",1299564.00,"BROOKLYN COMM BOARD 18","'CT 488 20080034051","Competitive Sealed Bid","'8462008M000C01","BLOCK PLANTING NEW /REPLACEMENT STREET TREES",,"05/06/2008"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","03/25/2008","12/19/2008",2158000.00,"BROOKLYN COMM BOARD 18","'CT 488 20080034408","Competitive Sealed Bid","'8462008B000C03","BLOCK PLANTING OF NW REPLCEMNT ST TREES IN CM 10-18",,"05/07/2008"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","07/25/2008","04/20/2009",958918.00,"BROOKLYN COMM BOARD 18","'CT 488 20090006957","Competitive Sealed Bid","'8462008B000C18","BLOCK PLANTING OF NEW & REPLCMNT ST TREES IN CB 10-18",,"08/27/2008"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","09/29/2008","06/25/2009",690699.00,"BROOKLYN COMM BOARD 18","'CT 488 20090011989","Competitive Sealed Bid","'8462008M000C05","PLANTING NEW/REPLACEMENT STREET TREES IN CB 1-12",,"09/29/2008"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","11/24/2008","08/20/2009",1125000.00,"BROOKLYN COMM BOARD 18","'CT 488 20090015624","Competitive Sealed Bid","'8462008Q000C25","PLANTING NEW-REPLACE STREET TREES & MINOR TREES",,"11/03/2008"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","11/10/2008","08/06/2009",574850.00,"BROOKLYN COMM BOARD 18","'CT 488 20090016575","Competitive Sealed Bid","'8462008X000C17","PLANTING OF NEW & REPLACEMENT STREET TREES IN THE BRONX",,"11/18/2008"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","11/24/2008","08/20/2009",667317.00,"BROOKLYN COMM BOARD 18","'CT 488 20090019338","Competitive Sealed Bid","'8462009C000C16","PLANTING/NEW/REPLACE STREET TREES & FLOWERING TREES",,"12/09/2008"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","04/22/2009","01/16/2010",759245.00,"BROOKLYN COMM BOARD 18","'CT 488 20090029143","Competitive Sealed Bid","'8462009Q000C07","BLOCK PLANTNG OF NEW & REPLACMNT STREET TREES IN COM BD 9-14",,"04/08/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","03/13/2009","12/07/2009",821491.00,"BROOKLYN COMM BOARD 18","'CT 488 20090029576","Competitive Sealed Bid","'8462009B000C11","Block planting of new & replacement street tree comm 1-9",,"04/22/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","03/16/2009","12/10/2009",875000.00,"BROOKLYN COMM BOARD 18","'CT 488 20090031134","Renewal","'8462008C000C16","PLANTING OF NEW & REPLACEMENT STREET TREES IN NYC & BRONX",,"05/05/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","06/15/2009","03/11/2010",1160968.00,"BROOKLYN COMM BOARD 18","'CT 488 20090033212","Competitive Sealed Bid","'8462009C000C06","REMOVAL OF STUMPS",,"05/15/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","08/31/2009","08/30/2010",1037000.00,"BROOKLYN COMM BOARD 18","'CT 488 20100006014","Competitive Sealed Bid","'8462009C000C31","RECONST. OF SIDEWALKS DAMAGED BY ADJACENT CITY-OWNED TREES",,"08/06/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","09/17/2009","09/16/2010",1972313.00,"BROOKLYN COMM BOARD 18","'CT 488 20100012854","Competitive Sealed Bid","'8462009B000C26","BLOCK PLANTING OF NEW & REPLACEMENT STREET TREES IN CM BDS",,"10/16/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","11/16/2009","05/09/2011",765000.00,"BROOKLYN COMM BOARD 18","'CT 488 20100013076","Competitive Sealed Bid","'8462009X101C02","PALNTING OF TREES ALONG THE HUTCHISON RIVER PKWY.",,"10/15/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/26/2009","10/25/2010",924290.00,"BROOKLYN COMM BOARD 18","'CT 488 20100013660","Competitive Sealed Bid","'8462009Q000C27","PLANTING NEW/REPLACEMENT STREET TREES",,"10/15/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","12/04/2009","12/03/2010",779996.00,"BROOKLYN COMM BOARD 18","'CT 488 20100017694","Competitive Sealed Bid","'8462010C000C01","RECONSTRUCT SIDEWALKS DAMAGED BY ADJACENT CITY OWNED TREES",,"12/11/2009"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","11/15/2010","11/16/2011",2157000.00,"BROOKLYN COMM BOARD 18","'CT 488 20111415091","Renewal","'8462009B000C28","BG-2009MR Street trees CB 10-18, in Bklyn",,"11/03/2010"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","10/27/2010","10/27/2011",1941000.00,"BROOKLYN COMM BOARD 18","'CT 488 20111418602","Renewal","'8462009Q000C27","Qg-2609MR planting of new & replacment st trees in Queens",,"02/02/2011"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","02/27/2012","02/26/2013",1510424.00,"BROOKLYN COMM BOARD 18","'CT 488 20121420191","Competitive Sealed Bid","'84611B0201001C001","Q373-109M",,"12/02/2011"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","06/11/2012","06/10/2013",2802610.00,"BROOKLYN COMM BOARD 18","'CT 488 20121437217","Competitive Sealed Bid","'84611B01780001","M028-210M FORTH WASHINGTON PARK BIKE & PEDESTRIAN PATH,",,"04/11/2012"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","06/01/2012","08/29/2014",600000.00,"BROOKLYN COMM BOARD 18","'CT 488 20121440367","Competitive Sealed Bid","'84612B0044001","BG-811M PLANYC Preparation of planting sites, Bklyn",,"05/16/2012"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","06/20/2012","06/19/2014",507000.00,"BROOKLYN COMM BOARD 18","'CT 488 20121441297","Competitive Sealed Bid","'84612B0031001","VAN CORTLANDT TREE SERVICES FY12-FY14",,"05/23/2012"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","08/02/2012","03/29/2013",999975.00,"BROOKLYN COMM BOARD 18","'CT 488 20131400007","Competitive Sealed Bid","'84612B0112001","BG-312M PLANYC Street trees 1-4,6,8, &9, In Brooklyn.",,"07/18/2012"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","09/24/2012","03/22/2013",1276000.00,"BROOKLYN COMM BOARD 18","'CT 488 20131400563","Competitive Sealed Bid","'84612B0108001","MG-412M  STREET TREE PLANTING IN MANHATTAN",,"07/24/2012"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","03/04/2013","03/03/2014",144952.00,"BROOKLYN COMM BOARD 18","'CT 488 20131407891","Competitive Sealed Bid","'84612B0012001","Q015-111M",,"10/15/2012"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","03/18/2013","03/17/2015",3471660.00,"BROOKLYN COMM BOARD 18","'CT 488 20131410112","Competitive Sealed Bid","'85012B0042001","HWP2012R",,"11/13/2012"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","02/01/2013","01/31/2015",1596800.00,"BROOKLYN COMM BOARD 18","'CT 488 20131414902","Competitive Sealed Bid","'84612B0119001","BLOCK PRUNING OF TREES IN BROOKLYN",,"01/28/2013"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","07/01/2013","06/30/2015",2239746.00,"BROOKLYN COMM BOARD 18","'CT 488 20140000091","Competitive Sealed Bid","'84613B0028001","SIDEWALK RECONSTRUCTION IN QUEENS",,"06/05/2013"
"107488","THE URBAN INSTITUTE","  2100 M STREET NW","WASHINGTON","DC","20037","CONTRACT","06/01/2012","05/31/2015",566667.00,"HUMAN RESOURCES (HRA)","'CT 069 20136200631","Request For Proposal","'09611P0004007","THE URBAN INSTITUTE",,"06/06/2013"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","10/01/2008","10/31/2008",44311.00,"CITY PLANNING (DCP)","'CT 030 20090015451","Intergovernmental","'09042000041942","EQUIPMENT-KG021-006",,"10/29/2008"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","05/26/2009","06/30/2009",38088.00,"CITY PLANNING (DCP)","'CT 030 20090036372","Competitive Sealed Bid","'9650024","PURCHASE OF 3M SCP PROJECTOR ACCESSORIES",,"06/22/2009"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","05/07/2011","06/30/2011",27572.00,"CITY PLANNING (DCP)","'CT 030 20111445316","Small Purchase","'14700057A","14700057A- VIDEO & AUDIO SYSTEM UPGRADE",,"06/06/2011"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","07/01/2011","06/30/2012",26500.00,"CITY PLANNING (DCP)","'CT 030 20121408701","Renewal","'7432006","INSTALLATION OF PROJECTORS",,"09/20/2011"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","07/01/2012","06/30/2013",40000.00,"CITY PLANNING (DCP)","'CT 030 20131415522","Renewal","'0000000062","INSTALLATION OF PROJECTORS",,"01/17/2013"
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","CONTRACT","07/12/2004","04/13/2005",25000.00,"QUEENS COMM BOARD 11","'CT 441 20050003782","Govt to Govt","'EZPASS","E-Z PASS",,"07/09/2004"
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","CONTRACT","04/01/2004","07/11/2005",67751.00,"QUEENS COMM BOARD 11","'CT 441 20050012665","Request For Proposal","'260040090724","Employment Service",,"09/30/2004"
