Org_ID,Org_Name,Org_Street_Address,Org_City,Org_State,Org_Zip,Trans_Type,Trans_Start_Date,Trans_End_Date,Trans_Amount,Trans_Agency,Trans_ID,Trans_Award_Method,Trans_PIN,Trans_Description,Trans_Is_Prime_or_Sub_Contract,Trans_Approval_Date
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","SMALL PURCHASE","07/01/2010","06/30/2011",7653.00,"PUBLIC ADVOCATE","'PC 101 20112003376","Small Purchase","'1POC004","MURATEC FAX TONERS & DRUMS",,
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","SMALL PURCHASE","08/19/2010","08/20/2011",9593.00,"PUBLIC ADVOCATE","'PC 101 20117200137","Small Purchase","'110000165R","METROPOLITAN OFFICE",,
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","08/04/2011","06/30/2012",24988.00,"PUBLIC ADVOCATE","'CT 101 20121405011","Small Purchase","'12ACS204","12ACS204",,"08/04/2011"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","08/15/2011","06/30/2012",20000.00,"PUBLIC ADVOCATE","'CT 101 20121405688","Small Purchase","'84112PO019HIQA","TONER CARTRIDGES",,"08/09/2011"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","11/14/2011","06/30/2012",9956.00,"PUBLIC ADVOCATE","'CT 101 20121419846","Govt to Govt","'2012-2020749","CT1",,"11/16/2011"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","03/15/2012","06/30/2013",13072.00,"PUBLIC ADVOCATE","'CT 101 20121436772","Small Purchase","'02512XFAC803","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.",,"03/21/2012"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","03/30/2012","06/30/2012",24895.00,"PUBLIC ADVOCATE","'CT 101 20121437714","Small Purchase","'12ACS902","BLANKET ORDER FOR TONER AND DRUMS",,"03/30/2012"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","SMALL PURCHASE","07/01/2011","06/29/2012",6076.00,"PUBLIC ADVOCATE","'PC 101 20122006121","Small Purchase","'806121000400",,,
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","07/01/2012","06/30/2013",16600.00,"PUBLIC ADVOCATE","'CT 101 20131405136","Small Purchase","'02513XFAC800","METROPOLITAN OFFICE & COMPUTER",,"08/28/2012"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","09/14/2012","03/14/2013",19069.00,"PUBLIC ADVOCATE","'CT 101 20131406574","Small Purchase","'85813RQ00149","MISC. EMERGENCY EQUIPMENT FOR NYWIN TEAM",,"09/19/2012"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","12/04/2012","06/30/2013",11490.00,"PUBLIC ADVOCATE","'CT 101 20131413148","Small Purchase","'87254846","LOCKERS",,"12/17/2012"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","12/28/2012","06/30/2013",9900.00,"PUBLIC ADVOCATE","'CT 101 20131415286","Small Purchase","'3CTO041","VARIOUS XEROX BRAND PAPER",,"12/28/2012"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","04/01/2013","12/01/2015",16200.00,"PUBLIC ADVOCATE","'CT 101 20131418964","Small Purchase","'02513XFAC802","METROPOLITAN OFFICE & COMPUTER",,"02/20/2013"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","04/02/2013","06/30/2013",12642.00,"PUBLIC ADVOCATE","'CT 101 20131423298","Small Purchase","'02513XFAC803","METROPOLITAN OFFICE & COMPUTER SUPPLIES",,"04/04/2013"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","05/01/2013","06/30/2013",22000.00,"PUBLIC ADVOCATE","'CT 101 20131425593","Small Purchase","'95316846","TRASH CANS",,"05/06/2013"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","05/17/2013","06/30/2013",6123.00,"PUBLIC ADVOCATE","'CT 101 20131426256","Small Purchase","'95492846","LED LCD TELEVISIONS & LAPTOP BAGS",,"05/09/2013"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","05/15/2013","06/30/2013",12530.00,"PUBLIC ADVOCATE","'CT 101 20131426705","Small Purchase","'810-139234M","PARTITIONS and PANELS",,"05/15/2013"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","CONTRACT","06/14/2013","07/25/2013",21680.00,"PUBLIC ADVOCATE","'CT 101 20131428044","Small Purchase","'94198846","Adobe Creative Cloud",,"06/12/2013"
"10480","METROPOLITAN OFFICE & COMPUTER SUPPLIES, INC.","  345 PARK AVENUE","NEW YORK","NY","10154","SMALL PURCHASE","05/07/2013","06/30/2013",6695.00,"PUBLIC ADVOCATE","'PC 101 20132018361","Small Purchase","'3POC019","VARIOUS BRANDS OF PAPER",,
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","05/04/2009","06/30/2009",10660.00,"POLICE DEPARTMENT","'CT 056 20090034166","Small Purchase","'3-1603-0356/09","LOCKSMITH SUPPLIES",,"05/05/2009"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","09/25/2009","06/30/2010",14145.00,"POLICE DEPARTMENT","'CT 056 20100013515","Small Purchase","'3-2901-1034/10","TOWEL DISPENSER",,"09/29/2009"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","SMALL PURCHASE","12/10/2009","06/30/2010",5448.00,"POLICE DEPARTMENT","'PC 056 20100020382","Small Purchase","'3-1603-0179/10","SECURITY DEVICES",,
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","02/09/2010","06/30/2010",5950.00,"POLICE DEPARTMENT","'CT 056 20101405071","Small Purchase","'X3650402","X3650402 BARB,ELASTIC 11 LONG, 100 BUNDLE",,"02/09/2010"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","04/27/2010","06/30/2010",13165.00,"POLICE DEPARTMENT","'CT 056 20101419788","Small Purchase","'3-1603-0122/2010","Electrical Supplies",,"05/20/2010"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","06/02/2010","06/30/2010",6370.00,"POLICE DEPARTMENT","'CT 056 20101421541","Small Purchase","'X4500061","X4500061 WHIRLPOOL COMBO",,"06/03/2010"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","SMALL PURCHASE","04/15/2010","04/30/2010",5185.00,"POLICE DEPARTMENT","'PC 056 20102008761","Small Purchase","'057100000002584","VARIOUS TOOLS FOR -AUTOMOTIVE",,
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","07/30/2010","06/30/2011",21884.00,"POLICE DEPARTMENT","'CT 056 20111403378","Small Purchase","'84111PO017SI","LINK BELT CRANE",,"07/24/2010"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","09/20/2010","06/30/2011",14025.00,"POLICE DEPARTMENT","'CT 056 20111412332","Small Purchase","'2-2601-1027-2011","PAPER ROLL TOWEL DISPENSER",,"09/20/2010"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","10/15/2010","06/30/2011",5200.00,"POLICE DEPARTMENT","'CT 056 20111416051","Small Purchase","'19170288","WHEEL LIFT MOTORCYCLE SLING KIT",,"10/15/2010"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","03/30/2011","06/30/2011",12000.00,"POLICE DEPARTMENT","'CT 056 20111439169","Small Purchase","'1001223","INGERSOLL RAND REPLACEMENT PARTS",,"03/29/2011"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","04/19/2011","06/30/2011",6815.00,"POLICE DEPARTMENT","'CT 056 20111442444","Small Purchase","'05614500105","WASHER/DRYER 14500105",,"04/19/2011"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","05/13/2011","06/30/2011",10780.00,"POLICE DEPARTMENT","'CT 056 20111446429","Small Purchase","'51804846","CHAINSAW",,"05/23/2011"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","06/13/2011","08/31/2011",10520.00,"POLICE DEPARTMENT","'CT 056 20111448152","Small Purchase","'84111PO516RRM","CHAIN SAW",,"06/09/2011"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","SMALL PURCHASE","09/14/2010","06/30/2011",6988.00,"POLICE DEPARTMENT","'PC 056 20112007186","Small Purchase","'3-1603-0045/2011","PADLOCKS AND KEY BLANKS",,
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","07/01/2011","06/30/2012",20000.00,"POLICE DEPARTMENT","'CT 056 20121402965","Small Purchase","'84112PO006FM","Locks and Locksmith Parts & Supplies",,"07/21/2011"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","03/09/2012","06/30/2012",5595.00,"POLICE DEPARTMENT","'CT 056 20121435002","Small Purchase","'69031846","HARDWARE SUPPLIES",,"03/01/2012"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","04/25/2012","06/30/2012",6120.00,"POLICE DEPARTMENT","'CT 056 20121439826","Small Purchase","'21310043","VHICULAR HELMET",,"04/25/2012"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","SMALL PURCHASE","08/15/2011","06/30/2012",5079.00,"POLICE DEPARTMENT","'PC 056 20122003134","Small Purchase","'8412001998","NUTS & BOLTS",,
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","SMALL PURCHASE","10/07/2011","06/30/2012",5720.00,"POLICE DEPARTMENT","'PC 056 20122007652","Small Purchase","'8412006451","Stainless Steel Rivet",,
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","SMALL PURCHASE","06/22/2012","06/29/2012",7681.00,"POLICE DEPARTMENT","'PC 056 20122026686","Small Purchase","'2POC030","BATTERIES / SUPPLIES",,
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","08/01/2012","07/31/2014",20000.00,"POLICE DEPARTMENT","'CT 056 20131401292","Small Purchase","'84113PO005FM","Purchase & Delivery of Locks and Locksmith Parts & Supplies",,"07/24/2012"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","09/04/2012","06/30/2013",6100.00,"POLICE DEPARTMENT","'CT 056 20131405386","Small Purchase","'34700005","34700005 PUMPS AND LUBRICATORS",,"09/04/2012"
"10505","UNIVERSAL FASTENERS INC","  88-14 ALBERT RD","OZONE PARK","NY","11417","CONTRACT","05/07/2013","06/30/2013",24841.00,"POLICE DEPARTMENT","'CT 056 20131425805","Small Purchase","'3001236","EBAA WEDGE RESTRAINT",,"05/13/2013"
"106114","FISHERMEN'S CONSERVATION ASSOCIATION","  260 ASPINWALL STREET","STATEN ISLAND","NY","10307","CONTRACT","07/01/2010","06/30/2011",6500.00,"BOROUGH PRES - SI","'CT 014 20121416460","Discretionary Allocation","'FY11 1356 1357","2011 Discretionary Tax Levy",,"04/06/2012"
"106114","FISHERMEN'S CONSERVATION ASSOCIATION","  260 ASPINWALL STREET","STATEN ISLAND","NY","10307","CONTRACT","05/01/2013","06/19/2013",11908.00,"BOROUGH PRES - SI","'CT 014 20131429552","Small Purchase","'20132031908","BP CO-SPONSOR",,"06/17/2013"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","04/25/2006","05/08/2006",14495.00,"BROOKLYN COMM BOARD 18","'CT 488 20061002795","Small Purchase","'52","GENERAL SERVICES",,"04/27/2006"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","SMALL PURCHASE","04/25/2006","05/03/2006",8630.00,"BROOKLYN COMM BOARD 18","'PC 488 20061002813","Small Purchase","'52","*VARIOUS*",,
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","04/28/2006","05/10/2006",24040.00,"BROOKLYN COMM BOARD 18","'CT 488 20061002896","Small Purchase","'52","GENERAL SERVICES",,"05/01/2006"
"10625","DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC","  129 LOUISIANA AVENUE","BROOKLYN","NY","11207","CONTRACT","06/26/2013","07/03/2013",10400.00,"BROOKLYN COMM BOARD 18","'CT 488 20131430392","Request For Proposal","'20100000001","DRAGONEETI BROTHER LANDSCAPING FOREST, INC.",,"06/26/2013"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","SMALL PURCHASE","01/24/2005","05/04/2005",6152.00,"CITY PLANNING (DCP)","'PC 030 20055005018","Small Purchase","'81605005018",,,
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","SMALL PURCHASE","09/01/2005","04/10/2006",9686.00,"CITY PLANNING (DCP)","'PC 030 20060014331","Buy Against","'06042000019587","EQUIPMENT-QB017-004",,
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","SMALL PURCHASE","11/01/2006","10/19/2007",8257.00,"CITY PLANNING (DCP)","'PC 030 20070020810","Prequalified Bid","'07042000028324","EQUIPMENT-BY011-005",,
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","02/28/2007","09/05/2007",14290.00,"CITY PLANNING (DCP)","'CT 030 20070031431","Govt to Govt","'07042000030323","KG021-006",,"02/28/2007"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","10/01/2008","10/31/2008",16485.00,"CITY PLANNING (DCP)","'CT 030 20090018018","Govt to Govt","'09042000042355","equipment-kg021-006",,"10/31/2008"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","SMALL PURCHASE","08/20/2009","06/30/2010",7081.00,"CITY PLANNING (DCP)","'PC 030 20100009824","Small Purchase","'2-0405-0024/10","TELEVISIONS",,
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","07/01/2010","06/30/2011",17700.00,"CITY PLANNING (DCP)","'CT 030 20111406243","Competitive Sealed Bid","'7431029","INSTALLATION OF PROJECTORS",,"09/16/2010"
"10895","BYTEC TECHNOLOGY INC.","  3500 SUNRISE HIGHWAY","GREAT RIVER","NY","11739","CONTRACT","04/02/2012","06/30/2012",14930.00,"CITY PLANNING (DCP)","'CT 030 20121437912","Small Purchase","'24700039","SHARP 70 LCD TV",,"04/03/2012"
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","CONTRACT","07/08/2004","06/17/2005",16000.00,"QUEENS COMM BOARD 11","'CT 441 20050003634","Sole Source","'85805RQ00028","TOLLS",,"07/12/2004"
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","07/01/2005","06/13/2006",9700.00,"QUEENS COMM BOARD 11","'PC 441 20060000635","Small Purchase","'069061104016","REPLENISH 3 E-Z PASS ACCOUNTS",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","CONTRACT","07/01/2005","12/29/2005",10000.00,"QUEENS COMM BOARD 11","'CT 441 20060001183","Govt to Govt","'85806RQ00073","E Z-PASS",,"07/01/2005"
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","03/17/2006","03/21/2006",10000.00,"QUEENS COMM BOARD 11","'PC 441 20060034037","Govt to Govt","'8369285375",,,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","12/06/2005","12/06/2005",7500.00,"QUEENS COMM BOARD 11","'PC 441 20060610748","Small Purchase","'806061000748",,,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","CONTRACT","08/08/2005","08/19/2005",11826.00,"QUEENS COMM BOARD 11","'CT 441 20061000241","Small Purchase","'86","GENERAL SERVICES",,"08/09/2005"
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","09/14/2005","03/24/2006",7348.00,"QUEENS COMM BOARD 11","'PC 441 20061000391","Small Purchase","'14","*GALVIN*",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","CONTRACT","12/27/2005","11/07/2006",23551.00,"QUEENS COMM BOARD 11","'CT 441 20061000719","Small Purchase","'82","GENERAL SERVICES",,"11/01/2005"
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","11/14/2005","03/23/2006",5634.00,"QUEENS COMM BOARD 11","'PC 441 20061000835","Small Purchase","'96","*MADERA MARTHA*",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","03/09/2006","08/07/2006",6768.00,"QUEENS COMM BOARD 11","'PC 441 20061001348","Small Purchase","'51","*SEE LINE 2*",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","02/03/2006","06/30/2006",7697.00,"QUEENS COMM BOARD 11","'PC 441 20061001835","Small Purchase","'48","*E. GALLARO*",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","03/20/2006","08/07/2006",6345.00,"QUEENS COMM BOARD 11","'PC 441 20061001997","Small Purchase","'14","CHESS TEAM",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","03/16/2006","04/20/2006",5360.00,"QUEENS COMM BOARD 11","'PC 441 20061002267","Small Purchase","'86","READING FIRST",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","03/24/2006","03/28/2006",6598.00,"QUEENS COMM BOARD 11","'PC 441 20061002354","Small Purchase","'21","*LUCILLE COOPER*",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","03/30/2006","08/07/2006",7056.00,"QUEENS COMM BOARD 11","'PC 441 20061002441","Small Purchase","'10","*J. BELTRAN*",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","04/10/2006","08/11/2006",5634.00,"QUEENS COMM BOARD 11","'PC 441 20061002600","Small Purchase","'51","*JOAN SMITH*",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","04/11/2006","07/18/2006",9469.00,"QUEENS COMM BOARD 11","'PC 441 20061002613","Small Purchase","'18","*JO DESMOINES*",,
"1100","NYC FINANCE - POOL ACCOUNT","  CHASE 910-4-023693","NEW YORK","NY","10007","SMALL PURCHASE","04/19/2006","08/11/2006",6553.00,"QUEENS COMM BOARD 11","'PC 441 20061002714","Small Purchase","'31","*NANCY RAMOS*",,
